zipcode,homeowner dummy,NUMCHLD,gender dummy,WEALTH,HV,Icmed,Icavg,NUMPROM,MAXRAMNT,totalmonths,Donor
5,0,1,0,3,2698,501,509,52,25,36,0
5,1,1,1,0,875,268,350,66,15,29,1
4,0,1,1,8,596,279,353,62,7,29,1
5,1,1,0,8,1816,369,427,28,25,31,0
5,1,1,1,8,819,508,541,57,25,31,1
3,0,1,0,1,395,217,269,63,6,31,1
3,1,1,0,1,444,209,255,61,15,36,1
4,0,1,0,8,232,120,209,40,8,33,1
5,1,1,0,8,3686,828,903,16,20,37,1
5,0,1,0,1,917,238,249,97,18,37,0
5,1,3,0,8,638,467,511,26,12,28,0
4,0,1,1,4,488,304,327,39,25,28,0
2,1,1,1,2,871,244,299,56,14,31,1
2,1,1,1,8,644,361,365,31,12,31,1
4,1,1,0,8,571,338,380,27,12,32,0
4,1,1,1,8,779,316,330,23,10,28,0
3,1,1,0,3,621,254,318,65,6,34,0
2,1,1,0,1,389,222,251,46,20,33,1
5,1,1,1,9,1999,684,768,48,20,30,1
3,1,1,1,8,599,551,540,56,20,30,1
5,1,1,0,6,0,68,89,58,6,30,1
2,0,1,1,8,400,225,265,26,5,29,0
3,0,1,1,8,502,288,311,31,15,31,0
3,1,1,0,8,389,276,313,32,10,28,1
2,1,1,0,8,1473,302,353,39,10,30,0
4,1,1,1,5,911,288,355,67,15,37,0
3,0,1,1,2,489,274,304,53,16,30,1
4,1,1,1,8,709,349,415,22,16,36,1
5,1,1,1,1,1351,462,439,36,6,35,1
5,1,2,0,8,701,261,285,28,6,30,0
3,0,1,1,8,1167,512,575,90,15,29,0
5,1,1,1,8,2165,373,420,15,20,37,1
3,1,1,0,2,549,281,330,71,10,37,1
5,1,1,1,8,1663,358,405,14,20,36,1
4,1,1,0,3,657,272,329,49,10,31,1
2,1,1,0,8,1305,525,588,27,11,31,0
4,1,1,1,8,2225,839,900,20,27,28,0
5,1,1,1,1,741,253,262,87,18,28,0
2,0,1,0,5,441,218,263,62,11,32,0
3,1,1,1,1,395,266,307,42,25,28,1
3,1,1,0,8,949,481,497,58,10,31,1
2,0,1,1,8,867,255,312,37,16,28,1
2,1,1,0,8,2797,780,782,23,25,34,1
2,1,1,1,7,1315,416,464,62,6,28,1
2,1,1,1,6,879,340,436,38,5,30,1
2,1,1,0,8,601,317,361,15,20,37,0
5,1,1,1,9,1535,616,675,48,15,37,0
5,1,1,1,8,2015,439,475,74,8,31,1
5,1,1,0,2,777,282,312,44,15,36,0
4,1,1,0,2,1089,488,601,82,7,28,0
2,1,1,1,1,592,223,254,47,5,31,1
3,1,1,1,7,737,317,399,70,8,20,1
5,1,1,0,4,873,322,376,62,14,31,0
3,1,1,1,8,822,383,442,44,10,31,1
4,1,1,0,8,511,260,306,58,10,28,1
2,1,1,0,8,1041,466,527,57,10,31,0
5,1,1,1,5,792,280,296,81,20,32,0
4,1,1,1,0,337,138,192,91,10,29,0
5,0,1,0,8,1269,445,502,28,11,29,0
5,1,1,0,8,1915,428,481,16,20,37,1
5,1,2,0,8,1737,381,416,24,12,32,0
3,0,1,1,1,461,168,264,81,15,37,0
3,1,1,1,6,806,432,475,68,5,28,1
2,1,1,0,8,1314,548,578,51,25,37,0
5,0,1,1,8,1333,523,550,50,25,31,0
3,0,1,0,5,546,385,423,73,20,31,0
4,0,1,1,5,859,370,444,76,37,32,0
4,1,1,1,8,883,446,480,67,20,34,0
3,1,1,1,4,489,320,348,50,54,35,0
5,1,1,1,8,1597,455,448,15,15,37,0
2,0,1,1,8,847,438,499,91,11,29,0
2,1,1,1,5,501,255,250,91,15,30,1
4,1,1,1,9,748,483,500,68,5,28,1
2,1,1,0,8,630,249,319,23,10,29,0
5,1,1,1,9,1665,579,635,53,25,37,0
3,1,1,0,8,734,369,400,38,11,29,0
4,0,1,0,7,1293,531,590,59,58,34,0
2,1,1,0,8,769,334,421,75,12,30,0
5,1,1,0,8,1578,381,429,67,16,28,0
4,1,1,1,9,1123,600,648,54,15,33,0
3,1,1,0,5,376,309,312,75,10,28,0
4,1,1,0,4,395,239,272,77,28,30,0
2,1,1,0,5,492,304,321,61,10,32,0
3,1,1,0,8,944,407,438,25,11,36,0
5,1,1,0,8,1589,367,462,16,17,29,0
4,1,1,1,5,593,410,402,86,25,31,1
3,1,1,0,5,514,337,374,58,10,34,0
5,1,2,1,5,665,365,377,57,20,29,0
4,0,1,1,8,344,252,338,49,10,30,0
3,1,2,0,8,425,339,370,29,20,37,0
4,0,1,0,8,470,277,317,73,10,28,0
5,1,1,0,8,1061,424,453,37,5,29,0
2,1,1,1,9,1397,609,656,69,12,36,0
4,1,1,1,7,672,433,479,76,20,29,1
2,0,1,0,5,952,360,424,39,15,36,0
3,1,1,1,8,903,457,489,63,20,35,0
3,0,1,0,8,599,342,416,27,11,31,0
5,1,1,0,5,1133,388,394,65,10,36,0
2,1,1,0,3,882,288,355,60,20,32,0
5,1,1,1,1,732,261,298,78,10,32,1
4,1,1,0,8,1010,325,367,16,15,37,0
2,0,1,1,8,766,382,441,67,12,28,0
2,1,1,1,8,435,144,229,21,20,36,0
4,1,1,0,5,879,284,370,42,20,30,0
4,1,1,0,5,847,574,580,34,9,28,0
5,1,1,0,5,856,284,329,109,175,17,1
5,1,1,1,8,1718,672,781,20,15,30,1
2,1,1,0,4,737,254,296,63,13,31,0
3,0,1,1,8,852,504,533,56,30,37,0
4,1,1,1,8,458,313,329,20,25,28,1
5,1,1,0,7,1518,464,562,48,25,31,0
2,1,1,1,8,517,246,232,43,14,31,0
5,0,1,1,8,1348,448,536,25,10,31,0
4,1,1,1,7,692,447,445,36,10,36,0
2,1,1,1,7,664,350,362,76,26,30,1
2,0,1,1,8,382,198,236,32,10,30,0
5,1,1,1,0,457,220,271,68,7,29,1
3,1,1,0,8,1101,551,624,60,15,33,0
5,0,1,1,4,542,241,304,94,15,30,0
5,1,1,0,0,569,77,121,47,21,36,0
5,1,1,1,8,1044,366,393,68,8,28,1
5,1,1,1,4,1172,473,608,112,20,17,1
4,1,1,0,8,1434,473,517,88,20,20,0
2,1,1,1,8,3140,853,940,21,10,30,0
2,1,1,0,8,648,315,329,48,15,37,0
5,1,1,1,8,1238,368,445,42,10,29,1
2,1,1,1,8,742,443,465,21,12,32,0
5,1,1,0,3,759,295,336,48,20,37,0
4,1,1,0,8,1530,759,813,66,7,28,0
5,1,1,0,8,2088,804,905,59,11,30,0
2,1,1,0,8,616,317,362,52,5,30,0
2,1,1,0,8,850,457,463,39,10,30,0
5,0,1,1,3,1218,127,212,36,20,37,0
4,1,1,1,9,1080,580,636,44,21,37,0
3,1,1,1,8,1063,469,521,37,15,32,0
5,1,1,1,1,601,289,355,51,20,36,0
5,1,1,0,8,2062,519,568,21,11,31,0
5,1,1,1,1,1166,358,406,41,5,29,1
2,1,1,0,8,568,259,297,16,15,37,0
4,0,1,1,8,692,383,441,40,9,31,0
4,1,1,0,8,598,267,305,23,25,29,0
3,0,1,0,4,606,330,402,39,20,31,0
5,1,1,1,8,1423,419,449,16,15,36,0
4,0,1,0,9,858,564,571,46,14,32,0
5,0,1,0,2,418,256,380,84,16,31,0
5,1,1,1,5,1729,403,439,34,5,29,1
5,1,1,1,9,5093,906,923,47,10,30,1
5,1,1,0,8,555,210,263,32,20,37,0
2,1,1,1,8,444,287,327,41,7,34,0
5,0,1,1,8,1099,470,496,25,15,37,0
5,1,1,1,9,3631,748,765,72,35,18,1
4,1,1,0,8,531,348,342,34,8,34,0
5,1,1,1,8,481,276,304,24,12,32,1
5,1,1,0,8,5335,689,812,39,100,37,0
5,1,1,1,8,5017,1034,1009,26,12,30,1
3,1,1,1,8,935,536,606,25,75,36,0
5,1,1,0,8,2891,630,678,23,10,28,0
5,1,1,1,5,1848,416,528,70,11,29,1
2,1,1,1,9,708,343,372,83,6,28,1
2,1,1,1,8,1633,610,741,34,20,30,0
5,1,1,0,8,1534,413,457,20,16,29,0
5,1,1,1,8,2702,637,695,16,20,37,0
4,1,1,0,5,698,354,381,59,12,30,1
5,1,3,1,6,2433,451,475,61,8,36,1
3,1,1,1,3,431,323,348,63,16,37,0
2,1,1,0,7,829,375,408,67,16,36,1
2,1,1,0,8,337,174,217,32,5,31,1
5,1,1,0,8,803,328,388,53,20,37,1
2,1,1,1,3,749,365,389,36,20,35,0
2,1,1,1,8,932,357,427,35,5,31,1
2,1,1,1,2,595,259,240,67,20,37,0
3,1,1,0,0,443,276,306,61,11,17,1
5,1,1,0,8,1120,577,602,55,5,32,0
4,1,1,1,8,436,378,417,23,10,30,1
4,1,1,1,3,1021,463,533,108,14,30,0
4,1,1,1,7,739,416,405,122,11,27,0
2,1,1,1,6,576,361,373,49,15,29,1
5,0,1,1,5,2844,385,455,62,25,32,1
2,1,1,0,9,2115,558,680,91,12,28,0
4,1,1,0,8,672,262,291,28,7,29,1
5,1,1,1,8,3233,658,754,36,15,24,1
5,1,1,1,8,4822,663,797,41,9,22,1
4,1,1,1,6,501,267,279,50,17,30,0
3,1,1,1,3,606,263,305,75,15,35,0
5,1,1,0,8,1448,462,500,37,25,31,0
5,1,1,1,3,1991,353,380,51,20,34,1
5,0,1,0,1,1331,609,651,58,60,32,0
5,1,1,1,8,1661,311,361,55,20,32,1
3,0,1,1,8,647,399,439,32,6,30,1
4,0,1,1,8,690,364,438,31,16,29,0
3,1,1,0,5,873,282,320,74,10,36,1
4,1,2,0,3,437,241,302,69,9,32,0
4,1,1,1,8,259,170,218,25,20,29,1
2,1,1,0,4,717,340,353,95,26,29,0
3,1,1,1,8,572,413,471,21,21,36,0
5,1,1,0,9,5196,772,859,57,25,29,0
5,1,1,1,5,924,441,491,72,6,28,0
2,0,1,1,3,879,256,295,63,12,30,1
3,1,1,1,8,740,343,399,37,7,29,0
5,1,1,0,8,629,283,329,24,7,29,0
4,1,1,0,8,572,336,359,20,10,31,1
3,0,1,1,0,429,295,347,136,21,17,1
2,1,1,1,8,831,396,446,33,15,37,0
3,1,1,1,0,343,181,222,64,13,31,1
3,1,1,0,7,578,296,344,48,25,37,0
3,0,1,1,8,541,248,284,24,10,31,0
4,1,2,1,8,947,480,474,71,10,33,1
2,1,1,0,5,1077,331,414,83,12,17,1
5,0,1,1,0,163,125,174,71,14,36,0
3,1,1,0,7,796,235,302,69,5,32,0
2,1,1,1,0,585,184,202,57,6,33,0
5,1,1,0,8,937,405,410,40,10,19,0
2,1,1,0,8,625,363,438,22,20,37,0
2,1,1,0,8,935,450,431,21,20,37,0
4,0,1,1,8,320,283,304,20,11,31,1
4,1,1,0,8,383,278,330,34,25,37,1
5,1,1,1,1,1046,256,267,47,41,32,1
3,1,1,0,5,783,366,433,66,21,31,0
5,1,1,1,6,1072,380,436,55,11,31,0
5,1,1,1,4,1058,330,414,40,24,28,0
4,1,1,1,1,302,241,290,57,12,28,1
5,1,1,1,2,601,252,298,81,20,30,1
5,1,1,1,8,1928,580,636,45,20,29,1
2,0,1,1,3,378,158,177,56,5,28,0
3,0,1,0,8,391,210,272,34,10,31,0
2,0,1,1,8,503,235,275,24,10,35,0
3,0,1,0,8,615,341,362,54,20,31,1
3,1,1,0,8,317,262,302,29,12,34,0
5,1,1,1,7,1095,462,459,62,20,36,1
3,1,1,1,5,520,373,378,55,5,31,1
5,0,1,0,8,4009,521,588,21,50,31,1
4,0,1,1,1,515,253,306,46,15,31,1
5,1,1,0,8,484,144,174,28,10,30,0
2,0,1,0,8,665,328,352,75,22,36,1
5,1,1,1,8,2810,453,461,21,15,30,1
5,0,1,0,7,1117,454,459,128,11,34,0
5,1,1,0,8,2285,371,409,51,8,29,0
5,1,1,1,7,4583,512,627,61,15,31,1
3,1,1,1,8,1100,449,519,33,11,28,0
3,0,1,1,2,655,314,360,84,25,30,1
4,1,1,1,8,578,358,404,77,20,31,0
4,1,1,0,8,360,279,316,27,10,31,0
5,1,1,1,8,769,478,453,20,15,34,1
5,1,1,1,4,1367,384,409,33,12,29,1
3,1,1,1,3,545,304,350,80,10,30,1
5,0,1,0,0,473,215,259,44,15,28,1
2,0,1,1,7,858,385,451,73,10,32,0
4,1,1,0,8,510,256,311,35,10,30,1
2,1,1,0,8,1013,416,471,76,20,19,1
4,1,2,1,8,976,423,537,66,15,34,1
5,1,1,1,8,2177,443,505,43,10,32,1
5,1,1,1,8,2357,597,756,24,20,30,1
5,1,1,1,1,751,224,295,61,8,19,1
2,1,1,0,4,752,459,467,45,17,35,0
3,1,1,1,4,452,319,358,39,15,31,0
4,1,1,1,8,578,311,333,24,19,34,0
5,0,1,1,8,3200,610,642,28,25,36,1
5,1,1,0,4,586,302,348,73,11,30,1
4,0,1,0,6,315,176,253,60,8,36,1
5,1,1,1,8,2307,474,525,27,6,29,0
2,0,1,1,8,1815,545,619,35,20,31,1
5,1,1,1,8,2095,553,597,33,30,37,0
5,1,1,1,2,826,314,406,54,5,31,0
4,0,1,1,4,514,234,293,89,25,28,0
4,0,1,1,8,875,451,510,37,20,37,1
5,1,1,1,9,3541,775,807,46,25,31,1
5,0,1,1,5,572,305,296,41,25,31,0
3,1,1,1,0,297,83,130,83,20,30,0
4,0,1,1,8,799,313,302,32,35,31,1
2,1,1,0,5,663,294,338,75,7,32,0
2,0,2,1,8,551,284,320,37,20,31,0
3,1,1,1,1,503,258,302,62,15,31,0
4,0,1,0,8,422,278,355,47,15,34,1
5,1,1,1,6,1273,409,481,50,12,32,1
5,0,1,1,8,483,217,270,28,12,34,0
4,1,1,1,8,851,394,417,38,21,31,1
3,1,4,1,8,425,293,308,34,5,28,1
5,1,1,0,8,1867,571,649,28,25,37,0
5,1,2,1,3,1714,540,595,58,12,31,0
5,1,1,1,7,2010,515,575,36,15,31,0
4,0,1,1,3,475,198,268,98,56,30,0
5,1,1,1,8,2601,308,348,63,30,34,1
3,1,1,0,8,946,465,535,26,25,28,1
2,1,1,0,8,971,524,532,51,20,35,0
2,1,3,1,8,617,288,317,35,25,30,0
4,0,1,0,1,324,258,299,68,10,32,1
4,0,1,0,8,472,222,275,25,12,29,0
3,1,1,0,8,584,298,299,46,7,30,1
5,1,1,1,8,0,0,0,59,20,37,1
4,1,1,0,8,1140,448,478,43,10,29,0
2,1,1,1,8,861,375,461,25,11,30,1
3,0,1,1,1,352,258,339,37,15,29,1
4,0,1,0,8,438,225,271,22,11,32,0
4,1,1,0,5,490,350,346,43,15,36,0
3,0,1,1,8,1577,476,564,39,20,37,0
5,0,1,1,8,1189,229,267,31,5,30,1
5,1,1,0,8,3549,603,628,58,20,37,1
2,1,1,0,9,892,395,435,88,16,17,1
5,1,1,1,8,1071,453,478,33,20,36,1
2,1,1,0,8,1651,471,519,59,24,31,1
3,0,1,0,5,544,326,378,111,13,18,0
5,1,1,1,2,920,363,387,53,10,29,0
3,1,1,1,8,687,255,305,25,11,30,0
3,1,1,0,8,847,499,529,70,11,30,0
2,1,1,1,8,754,243,345,27,10,29,0
5,0,1,1,3,1921,351,413,72,10,31,1
5,1,1,1,8,767,207,277,47,10,32,0
5,0,1,1,4,609,313,337,65,15,36,0
2,1,1,1,8,0,0,0,25,10,30,1
3,1,1,1,8,845,338,376,23,15,36,1
5,1,2,0,8,1181,284,330,62,10,29,1
5,1,1,0,8,2062,519,568,15,15,37,0
3,1,1,0,3,500,284,313,64,12,30,0
5,1,1,1,0,696,297,348,65,8,29,0
2,1,1,0,3,699,278,335,57,10,37,1
4,1,1,1,8,666,315,383,23,10,31,1
4,0,1,0,2,432,239,300,36,5,34,1
5,1,1,0,9,2524,658,750,54,25,21,0
2,1,1,0,9,1084,483,572,42,10,33,1
5,1,1,1,0,687,357,365,76,8,31,0
5,0,1,1,9,3388,871,913,44,40,31,1
5,1,1,0,8,1063,218,309,34,20,36,0
3,1,1,1,8,1051,474,540,23,25,28,0
5,0,1,0,8,742,368,428,16,20,37,1
5,1,1,1,3,2443,560,607,51,20,31,0
3,0,1,0,0,311,220,259,69,10,35,1
2,1,1,0,8,2859,649,759,27,25,32,0
2,0,1,0,5,558,305,287,46,30,37,0
2,1,2,0,8,418,220,244,24,10,31,1
5,1,1,0,9,3201,679,705,80,26,37,1
4,1,1,1,6,0,0,0,59,25,37,1
2,0,1,0,8,484,253,286,22,20,36,1
5,0,1,0,6,3413,742,771,38,21,37,1
4,0,1,0,8,334,257,290,25,10,28,0
5,1,1,0,7,827,419,480,61,12,31,1
3,1,1,1,8,453,324,347,28,15,31,1
2,1,1,0,2,625,256,324,68,10,30,0
4,0,1,1,1,232,252,278,69,8,29,1
2,0,1,1,8,680,352,374,38,15,36,0
4,1,1,1,8,482,313,336,29,10,30,0
2,1,1,1,9,1378,515,547,60,11,31,0
5,1,1,0,9,3322,738,828,62,10,28,0
3,1,1,1,1,485,230,272,57,19,36,1
5,1,1,1,8,813,227,249,36,25,30,0
2,1,1,1,3,447,270,276,81,11,31,0
4,1,1,0,9,1267,560,612,54,15,33,1
2,1,1,1,8,1096,436,456,26,20,31,0
5,1,1,1,8,2659,372,462,36,5,28,0
5,1,1,1,9,4373,814,919,53,11,29,1
2,1,1,0,3,428,240,261,64,10,31,0
3,0,1,0,8,488,274,304,40,5,30,1
3,0,1,1,3,592,282,291,75,10,34,1
4,1,1,1,8,200,251,288,37,12,32,0
3,1,1,0,4,1272,348,508,59,6,30,0
4,1,1,1,8,485,318,352,56,9,30,1
4,1,1,0,7,978,351,396,50,21,36,0
2,0,1,0,4,1109,323,422,63,17,32,1
5,1,1,1,8,615,245,269,17,20,29,1
5,1,1,0,3,1311,358,385,73,9,33,0
5,0,1,0,6,857,404,422,83,13,21,1
5,1,1,0,8,1160,596,610,33,13,29,1
5,0,1,1,0,695,90,125,72,14,30,1
4,1,1,1,5,1468,324,483,70,25,32,0
5,0,1,1,2,1866,744,820,63,15,31,0
5,0,1,1,8,780,329,379,23,17,33,0
2,1,1,0,8,1096,601,631,38,7,28,0
2,1,1,1,8,928,458,492,23,16,31,1
2,1,1,1,8,766,313,342,39,40,29,0
5,0,1,0,3,698,267,292,42,20,37,0
3,1,1,0,8,353,275,281,32,15,30,0
2,1,1,1,7,1489,503,679,75,5,31,0
5,1,1,0,2,723,311,343,51,100,30,1
3,1,1,0,8,779,377,384,43,20,34,0
4,1,1,1,8,682,416,449,75,12,31,1
5,1,1,1,5,645,331,368,63,15,36,0
5,1,1,1,8,1272,514,559,46,12,28,1
5,1,1,1,8,1163,431,483,15,25,33,1
3,1,1,1,6,725,425,470,72,5,29,0
5,1,1,1,8,1688,436,457,15,15,36,0
3,1,1,1,7,717,253,312,84,16,30,0
5,1,1,1,8,5030,1168,1045,19,15,31,0
4,1,1,1,2,378,219,258,34,16,37,0
5,1,1,0,8,725,405,372,30,25,37,0
2,1,2,0,8,652,316,340,33,7,31,1
5,1,1,0,8,2382,475,515,16,15,36,0
3,0,1,0,3,426,293,318,57,10,36,0
5,1,1,0,6,774,306,366,50,25,35,1
5,1,1,1,8,2096,520,505,13,20,36,0
2,1,1,1,6,562,358,352,59,14,32,1
5,0,1,1,0,1385,201,293,59,20,36,1
5,0,1,0,3,1543,512,530,82,15,36,1
3,0,1,1,7,733,484,510,41,50,37,1
5,1,1,0,7,3837,648,719,63,40,22,1
4,1,1,0,5,882,382,397,75,5,30,1
5,1,1,1,8,678,311,341,51,20,37,1
3,0,1,1,8,748,348,397,21,100,37,0
3,0,1,1,8,601,176,203,23,21,28,0
4,1,1,0,8,1205,367,410,35,10,32,0
2,1,1,1,8,465,253,286,32,13,29,1
5,1,4,0,5,2014,526,566,50,7,32,0
5,1,1,1,8,797,367,396,39,10,30,1
3,1,1,1,8,969,482,493,38,7,31,1
4,1,1,0,3,531,250,270,74,50,32,1
2,0,1,1,8,1151,257,303,33,9,31,0
5,1,1,1,5,1851,421,490,68,8,31,0
5,1,1,1,9,4506,793,826,50,21,34,0
5,0,1,1,8,835,310,364,43,10,31,0
3,0,1,1,8,589,361,383,47,7,30,1
2,1,1,1,6,1330,468,666,37,20,31,1
5,1,1,0,8,2351,604,589,61,25,31,1
5,1,1,1,8,241,163,149,39,10,32,1
5,1,1,1,4,2122,376,419,42,20,37,1
3,0,1,1,3,482,324,372,73,9,28,1
5,0,2,1,8,2478,538,564,15,15,37,0
3,0,1,0,7,994,366,325,69,15,37,1
5,1,2,0,9,1937,475,484,57,11,31,0
5,1,1,1,2,2334,545,553,57,18,28,1
5,1,1,0,8,1449,300,361,62,7,30,0
5,1,1,1,8,328,265,306,33,15,31,0
2,1,1,0,8,433,262,295,21,10,32,0
4,0,1,0,8,452,247,294,26,25,31,0
5,1,1,1,9,2817,734,789,82,15,30,0
2,1,1,1,8,662,358,377,46,10,30,0
2,1,1,0,6,688,295,347,55,25,21,1
4,1,1,1,0,1087,547,606,128,18,32,0
5,1,1,1,8,4576,617,688,22,15,36,0
4,1,2,1,8,1148,733,762,25,10,29,1
2,1,1,1,8,463,189,236,25,14,31,1
2,0,1,1,9,860,374,417,64,20,28,1
2,1,1,1,9,1228,625,660,81,50,35,1
3,0,1,0,3,573,357,362,129,25,18,1
5,1,1,0,8,2994,332,392,17,12,31,1
5,1,1,1,3,942,278,322,66,10,33,1
5,1,1,1,8,775,224,254,32,10,30,1
5,1,1,1,8,1076,149,205,32,16,37,0
2,1,1,0,3,979,304,335,84,15,29,1
3,1,1,1,8,713,390,416,56,11,33,0
3,0,1,1,2,832,450,491,53,10,28,1
2,1,1,1,8,559,349,386,39,10,30,1
5,0,1,1,6,2648,534,580,106,5,27,0
2,1,1,1,8,879,385,494,15,25,36,0
3,1,1,0,3,992,321,388,104,11,31,0
5,1,1,0,8,948,571,571,27,10,28,1
5,1,1,1,6,1184,373,433,55,25,31,0
4,1,1,0,8,730,452,474,26,21,32,0
5,1,1,0,8,1140,401,413,62,7,30,1
5,1,1,0,8,1265,311,339,24,10,31,0
2,0,1,0,3,378,302,312,73,7,31,0
2,0,1,0,8,330,150,189,54,10,34,0
4,1,1,0,2,748,298,409,70,18,31,1
5,1,1,0,8,5079,623,644,43,15,29,0
5,1,1,1,9,4113,789,790,84,20,31,0
3,1,1,0,8,680,463,480,22,20,37,0
5,1,1,0,8,4080,627,734,79,12,31,1
4,1,1,1,8,1228,430,453,77,45,32,1
5,1,1,1,1,1376,336,362,63,10,28,1
4,0,1,1,6,2296,681,751,62,15,35,0
3,1,1,0,8,1490,664,735,26,12,30,1
4,1,1,0,8,2071,846,868,55,15,19,1
2,0,1,1,8,530,230,365,68,10,37,1
5,1,1,1,8,1237,398,386,48,6,31,1
2,1,1,1,8,843,413,442,28,25,34,1
2,1,1,1,1,387,217,247,62,10,31,0
4,1,1,0,8,887,371,431,24,10,31,0
2,1,1,0,8,399,271,295,53,14,31,0
5,1,1,1,8,966,410,482,22,11,28,0
4,1,1,1,6,434,258,301,66,15,30,1
3,1,1,0,1,229,236,272,44,14,32,1
2,1,1,1,8,560,315,335,28,10,35,0
2,0,1,1,8,661,363,372,35,7,32,0
5,1,1,1,4,1209,408,450,50,13,37,0
5,1,1,1,8,852,288,324,24,5,33,0
2,1,1,1,8,722,363,398,17,25,37,0
5,1,1,1,8,767,286,327,37,15,33,0
5,1,1,1,8,2395,407,440,20,21,30,0
3,1,1,1,8,299,157,158,24,10,36,1
5,1,1,0,8,2765,597,654,40,25,31,0
5,1,1,0,4,1206,409,478,78,7,34,0
5,1,1,0,5,1130,548,573,43,15,29,0
5,1,1,1,2,1348,280,356,64,16,28,0
2,1,1,1,8,376,187,232,23,10,29,1
3,1,1,1,8,410,249,282,62,15,31,1
4,1,1,1,0,293,271,329,45,25,30,1
4,0,1,1,8,553,198,233,29,25,36,0
5,1,1,1,9,2491,683,762,83,20,34,0
5,1,1,1,8,4822,943,942,50,10,28,0
5,1,1,0,8,3258,508,544,16,20,37,1
2,1,1,1,8,962,452,502,82,12,30,0
2,1,1,1,8,1040,366,437,27,50,37,1
3,1,1,1,8,429,295,347,41,20,29,0
2,1,1,0,9,0,0,0,52,25,29,1
4,1,1,1,8,1380,540,575,43,25,37,0
5,1,1,1,8,432,221,251,25,8,29,0
4,1,1,1,2,471,197,263,38,10,29,1
5,0,1,1,8,3688,353,507,36,10,28,1
5,0,1,0,5,2545,423,500,71,11,37,0
3,1,1,1,5,822,511,538,50,10,37,0
4,1,3,1,8,367,294,341,29,25,37,0
2,1,1,1,8,1513,502,604,49,25,36,0
3,1,1,1,8,661,414,450,64,25,28,0
3,0,1,0,1,934,470,520,76,15,18,1
2,0,1,1,8,1760,507,564,23,15,37,0
3,0,1,1,1,651,220,274,64,7,32,0
3,1,1,0,8,613,353,373,25,10,31,0
2,1,1,1,8,1293,512,570,23,8,28,0
4,1,1,1,6,1040,445,466,50,26,33,1
3,0,1,1,6,590,372,419,63,20,32,0
4,1,1,1,7,594,339,352,65,10,29,0
4,0,1,1,2,439,261,298,53,12,28,1
4,1,1,1,8,1299,578,615,30,5,29,0
3,0,1,0,6,769,434,548,55,15,36,1
3,0,1,0,6,581,381,422,55,25,32,0
3,1,1,0,8,1020,511,552,46,15,19,0
5,1,1,0,2,429,290,314,39,11,29,0
4,1,1,1,6,1079,416,463,48,20,34,0
5,1,1,0,8,937,394,463,32,10,30,0
5,1,1,1,7,1261,449,491,89,15,37,0
3,1,1,1,8,646,450,471,73,18,30,0
5,1,1,1,9,516,346,333,76,12,37,1
4,1,1,1,9,1544,791,820,71,25,28,0
2,0,1,1,8,987,311,387,52,25,37,1
4,0,1,0,8,681,292,302,31,5,30,0
5,1,1,0,8,2966,644,720,39,20,28,0
4,1,1,0,0,351,194,284,78,10,33,0
3,1,1,1,8,401,329,291,36,15,35,0
5,1,1,0,8,1616,535,591,22,32,32,0
2,0,1,1,8,1051,227,292,48,10,28,0
5,1,1,1,2,0,0,0,41,25,36,0
3,1,1,1,8,831,295,382,56,5,31,0
4,1,1,1,8,347,308,317,12,15,33,1
2,0,1,0,5,688,290,318,42,9,29,0
5,1,1,0,8,3856,778,851,109,25,31,0
2,1,1,1,9,1863,593,677,37,15,34,0
4,1,1,0,8,834,386,357,17,15,36,0
5,1,1,1,2,781,246,268,36,20,37,0
5,1,1,1,8,4064,1469,1183,20,15,34,0
3,0,1,1,6,408,338,359,65,12,29,0
3,1,1,1,8,1204,542,554,31,15,32,0
4,1,1,0,8,770,374,461,23,11,28,0
5,1,1,1,8,952,207,282,28,15,36,0
2,1,1,1,9,1743,649,831,38,15,37,0
3,1,1,1,8,325,282,304,33,6,29,0
5,1,1,0,9,5413,787,781,58,15,34,1
4,1,1,1,6,557,353,371,78,15,37,0
5,1,1,1,8,957,176,241,19,9,28,0
5,1,1,1,9,5767,964,1021,55,20,37,1
2,1,1,1,0,529,256,269,56,21,28,0
2,1,1,1,0,286,150,163,74,10,31,1
4,1,5,0,8,930,592,632,26,10,31,0
5,1,1,0,9,1343,644,704,43,30,31,0
5,1,1,0,1,2070,533,559,58,16,31,0
5,1,1,1,8,1710,502,580,31,5,30,0
5,1,1,0,7,1373,463,493,65,10,29,1
5,1,1,1,9,2460,729,764,131,10,33,0
4,1,1,1,7,938,394,435,74,10,29,1
5,1,1,1,9,3549,808,867,100,10,31,1
4,1,1,1,2,1298,798,825,61,9,29,1
4,1,1,0,0,433,186,211,46,10,29,0
4,1,1,1,8,558,359,412,35,25,29,0
5,1,1,0,8,2732,572,618,24,10,28,1
5,0,1,0,8,1121,518,587,15,15,37,0
5,1,1,0,8,1667,169,269,36,7,30,0
5,1,1,1,8,1614,293,322,27,25,32,0
4,0,1,1,3,383,224,260,109,30,30,0
4,1,1,0,4,542,308,355,45,15,37,0
5,0,1,1,8,2345,463,505,30,7,31,0
3,0,1,1,8,618,366,391,30,10,31,1
3,1,1,0,1,400,231,282,37,17,32,0
4,0,1,1,5,595,324,407,65,15,30,1
4,1,1,1,7,766,365,446,60,16,37,1
5,1,4,0,8,2911,674,721,17,25,37,1
